ProductID,Weight,FatContent,ProductVisibility,ProductType,MRP,OutletID,EstablishmentYear,OutletSize,LocationType,OutletType,OutletSales
FD,20.35,reg,0.024815024,Fruits and Vegetables,234.0958,10,26,Small,Tier 3,Grocery Store,467.3916
FD,12.35,lf,0.026681262,Canned,56.4246,46,27,Small,Tier 1,Supermarket Type1,810.9444
NC,13.384736495388669,reg,0.046609281,Household,248.6776,19,39,Small,Tier 1,Grocery Store,495.3552
NC,7.825,lf,0.186445212,Household,255.5698,45,22,Small,Tier 2,Supermarket Type1,1522.0188
DR,6.11,reg,0.152813518,Soft Drinks,45.6086,17,17,Small,Tier 2,Supermarket Type1,1025.9978
FD,12.987879554655871,reg,0.013951504,Snack Foods,199.9084,27,39,Medium,Tier 3,Supermarket Type3,5753.8436
FD,7.075,lf,0.097660814,Dairy,141.8128,10,26,Small,Tier 3,Grocery Store,143.8128
FD,19.2,lf,0.035185588,Snack Foods,181.3318,46,27,Small,Tier 1,Supermarket Type1,1443.4544
FD,13.42606890459364,lf,0.132327406,Dairy,168.4158,19,39,Small,Tier 1,Grocery Store,334.2316
FD,12.3,reg,0.106492562,Fruits and Vegetables,176.3396,49,25,Medium,Tier 1,Supermarket Type1,1395.5168
FD,12.987879554655871,lf,0.163350221,Snack Foods,120.2124,19,39,Small,Tier 1,Grocery Store,474.0496
FD,14.35,lf,0.080527065,Baking Goods,79.296,13,37,High,Tier 3,Supermarket Type1,719.064
FD,7.42,lf,0.02050719,Snack Foods,249.7092,17,17,Small,Tier 2,Supermarket Type1,7719.2852
FD,11.6,reg,0.077478931,Frozen Foods,170.3106,18,15,Medium,Tier 3,Supermarket Type2,4277.765
FD,19.1,lf,0.038641968,Fruits and Vegetables,212.1586,45,22,Small,Tier 2,Supermarket Type1,5909.6408
DR,12.1,lf,0.016812745,Hard Drinks,180.666,13,37,High,Tier 3,Supermarket Type1,4134.618
FD,18.25,reg,0.184041545,Dairy,110.157,18,15,Medium,Tier 3,Supermarket Type2,1867.569
FD,18.25,lf,0.089186083,Frozen Foods,194.3452,18,15,Medium,Tier 3,Supermarket Type2,4502.1396
FD,6.85,lf,0.022976497,Frozen Foods,261.6594,18,15,Medium,Tier 3,Supermarket Type2,3401.5722
FD,7.5,reg,0.032626952,Frozen Foods,235.9906,46,27,Small,Tier 1,Supermarket Type1,6893.0274
FD,20.85,reg,0.062321222,Baking Goods,87.2514,49,25,Medium,Tier 1,Supermarket Type1,265.6542
FD,6.425,lf,0.010436256,Canned,115.5808,35,20,Small,Tier 2,Supermarket Type1,3749.7856
FD,7.5,lf,0.05074138,Canned,123.2072,35,20,Small,Tier 2,Supermarket Type1,1837.608
FD,5.82,reg,0.077319079,Fruits and Vegetables,255.433,46,27,Small,Tier 1,Supermarket Type1,4357.661
FD,17.0,lf,0.119362409,Frozen Foods,249.4434,35,20,Small,Tier 2,Supermarket Type1,5960.2416
DR,6.135,lf,0.115032406,Soft Drinks,161.0236,46,27,Small,Tier 1,Supermarket Type1,1288.9888
FD,15.1,reg,0.096644015,Meat,131.9942,17,17,Small,Tier 2,Supermarket Type1,3047.3666
FD,13.8,reg,0.057104066,Snack Foods,232.6984,18,15,Medium,Tier 3,Supermarket Type2,1390.1904
FD,16.5,reg,0.159690469,Snack Foods,142.4128,35,20,Small,Tier 2,Supermarket Type1,575.2512
FD,20.75,reg,0.105994654,Breakfast,150.5682,10,26,Small,Tier 3,Grocery Store,762.341
FD,16.1,reg,0.047801883,Frozen Foods,127.4362,46,27,Small,Tier 1,Supermarket Type1,2265.0516
NC,9.8,lf,0.024378706,Health and Hygiene,114.5492,35,20,Small,Tier 2,Supermarket Type1,1274.3412
FD,20.1,reg,0.054565932,Frozen Foods,152.2366,45,22,Small,Tier 2,Supermarket Type1,2418.1856
FD,12.65,reg,0.035410748,Baking Goods,231.401,46,27,Small,Tier 1,Supermarket Type1,2067.309
FD,12.277108208955223,lf,0.12898088,Baking Goods,250.4724,19,39,Small,Tier 1,Grocery Store,251.6724
FD,7.55,reg,0.030918873,Fruits and Vegetables,123.9072,13,37,High,Tier 3,Supermarket Type1,1102.5648
NC,13.14231395348837,lf,0.092433518,Health and Hygiene,101.6674,27,39,Medium,Tier 3,Supermarket Type3,1426.1436
FD,16.85,reg,0.023135131,Snack Foods,44.8428,13,37,High,Tier 3,Supermarket Type1,703.0848
FD,7.42,reg,0.021661527,Seafood,187.7582,18,15,Medium,Tier 3,Supermarket Type2,2600.6148
FD,12.987879554655871,reg,0.093202196,Snack Foods,125.5704,27,39,Medium,Tier 3,Supermarket Type3,1001.3632
FD,18.0,lf,0.073306615,Canned,155.0972,49,25,Medium,Tier 1,Supermarket Type1,3894.93
NC,7.27,lf,0.046559448,Health and Hygiene,100.5384,46,27,Small,Tier 1,Supermarket Type1,2463.46
FD,19.75,reg,0.018019662,Frozen Foods,181.566,35,20,Small,Tier 2,Supermarket Type1,2876.256
FD,10.5,reg,0.066315023,Starchy Foods,78.296,45,22,Small,Tier 2,Supermarket Type1,2157.192
NC,6.235,lf,0.119157788,Household,263.791,18,15,Medium,Tier 3,Supermarket Type2,2103.928
FD,19.75,lf,0.033942546,Snack Foods,213.5902,49,25,Medium,Tier 1,Supermarket Type1,4460.1942
NC,17.1,lf,0.06725846,Household,115.186,49,25,Medium,Tier 1,Supermarket Type1,2490.092
FD,16.2,reg,0.016679232,Frozen Foods,96.3726,49,25,Medium,Tier 1,Supermarket Type1,2740.4328
FD,10.3,reg,0.0111263,Snack Foods,87.254,46,27,Small,Tier 1,Supermarket Type1,1211.756
FD,12.867061281337046,lf,0.012865901,Frozen Foods,59.3536,19,39,Small,Tier 1,Grocery Store,122.5072
FD,17.5,lf,0.013664703,Frozen Foods,257.7304,45,22,Small,Tier 2,Supermarket Type1,5683.2688
FD,20.1,reg,0.054540159,Frozen Foods,152.1366,49,25,Medium,Tier 1,Supermarket Type1,755.683
FD,5.175,reg,0.029616108,Snack Foods,107.7622,18,15,Medium,Tier 3,Supermarket Type2,2011.3818
NC,20.6,lf,0.0,Health and Hygiene,148.8392,46,27,Small,Tier 1,Supermarket Type1,2684.5056
FD,20.7,reg,0.07929647,Baking Goods,97.2042,46,27,Small,Tier 1,Supermarket Type1,1686.4714
FD,12.277108208955223,reg,0.08186804,Baking Goods,46.8034,27,39,Medium,Tier 3,Supermarket Type3,1069.2748
FD,7.905,lf,0.016758569,Snack Foods,250.4408,10,26,Small,Tier 3,Grocery Store,500.6816
FD,11.6,reg,0.077321087,Frozen Foods,169.3106,45,22,Small,Tier 2,Supermarket Type1,2224.4378
NC,13.384736495388669,lf,0.05911748,Household,181.5976,27,39,Medium,Tier 3,Supermarket Type3,4165.2448
FD,10.0,lf,0.100055625,Snack Foods,113.3544,18,15,Medium,Tier 3,Supermarket Type2,3467.4864
NC,13.14231395348837,lf,0.0,Health and Hygiene,40.348,19,39,Small,Tier 1,Grocery Store,79.896
NC,9.0,lf,0.019586115,Household,170.2474,18,15,Medium,Tier 3,Supermarket Type2,4211.185
FD,9.5,lf,0.031410378,Fruits and Vegetables,110.3228,18,15,Medium,Tier 3,Supermarket Type2,2763.07
NC,7.39,lf,0.067779712,Health and Hygiene,143.8812,46,27,Small,Tier 1,Supermarket Type1,3134.5864
FD,10.1,lf,0.032075379,Canned,50.9008,13,37,High,Tier 3,Supermarket Type1,354.2056
FD,13.65,lf,0.066657791,Frozen Foods,32.6558,10,26,Small,Tier 3,Grocery Store,67.9116
DR,9.5,lf,0.041851461,Soft Drinks,31.49,13,37,High,Tier 3,Supermarket Type1,466.06
FD,13.15,lf,0.020711996,Breads,82.7566,35,20,Small,Tier 2,Supermarket Type1,1691.132
FD,17.7,lf,0.0,Dairy,182.5292,13,37,High,Tier 3,Supermarket Type1,2736.438
FD,9.1,reg,0.008027701,Frozen Foods,81.1618,13,37,High,Tier 3,Supermarket Type1,2255.7304
FD,13.224769381746812,lf,0.022291121,Fruits and Vegetables,93.6094,27,39,Medium,Tier 3,Supermarket Type3,3713.1666
FD,18.25,lf,0.07518071,Snack Foods,126.2046,35,20,Small,Tier 2,Supermarket Type1,1618.5598
DR,11.847459893048129,lf,0.049934854,Soft Drinks,95.0752,27,39,Medium,Tier 3,Supermarket Type3,2588.6304
FD,7.63,reg,0.225476528,Snack Foods,45.1402,10,26,Small,Tier 3,Grocery Store,45.9402
DR,12.3,lf,0.069742672,Soft Drinks,106.2938,18,15,Medium,Tier 3,Supermarket Type2,1715.1008
DR,11.847459893048129,lf,0.047377447,Soft Drinks,150.6682,19,39,Small,Tier 1,Grocery Store,457.4046
FD,17.85,lf,0.011258035,Snack Foods,211.656,45,22,Small,Tier 2,Supermarket Type1,2556.672
FD,5.785,reg,0.040325274,Snack Foods,180.466,13,37,High,Tier 3,Supermarket Type1,719.064
FD,10.8,lf,0.049719026,Fruits and Vegetables,246.7144,46,27,Small,Tier 1,Supermarket Type1,5145.3024
DR,8.27,reg,0.128449055,Soft Drinks,186.5924,18,15,Medium,Tier 3,Supermarket Type2,4442.2176
FD,16.0,lf,0.057049301,Dairy,225.9404,35,20,Small,Tier 2,Supermarket Type1,1350.2424
NC,13.853284671532847,lf,0.047008497,Others,112.0202,27,39,Medium,Tier 3,Supermarket Type3,5063.409
DR,12.1,reg,0.061521569,Soft Drinks,55.8614,17,17,Small,Tier 2,Supermarket Type1,1436.7964
FD,17.85,reg,0.046680961,Fruits and Vegetables,121.9388,49,25,Medium,Tier 1,Supermarket Type1,3962.8416
FD,13.224769381746812,reg,0.028842332,Fruits and Vegetables,81.496,27,39,Medium,Tier 3,Supermarket Type3,1997.4
FD,19.7,reg,0.018024769,Meat,104.499,46,27,Small,Tier 1,Supermarket Type1,1031.99
FD,12.987879554655871,lf,0.04690397,Snack Foods,110.657,19,39,Small,Tier 1,Grocery Store,659.142
FD,19.5,reg,0.030688557,Canned,85.754,35,20,Small,Tier 2,Supermarket Type1,2163.85
FD,13.224769381746812,reg,0.100277876,Fruits and Vegetables,196.8768,27,39,Medium,Tier 3,Supermarket Type3,7094.7648
DR,9.5,lf,0.042056944,Soft Drinks,31.89,18,15,Medium,Tier 3,Supermarket Type2,366.19
FD,6.15,lf,0.046459438,Baking Goods,100.5384,18,15,Medium,Tier 3,Supermarket Type2,1675.1528
NC,12.65,lf,0.047237246,Others,112.5202,46,27,Small,Tier 1,Supermarket Type1,787.6414
NC,13.14231395348837,lf,0.025354072,Health and Hygiene,144.476,27,39,Medium,Tier 3,Supermarket Type3,3661.9
FD,5.765,lf,0.072238195,Frozen Foods,120.0098,13,37,High,Tier 3,Supermarket Type1,1687.1372
FD,6.55,reg,0.034745307,Breads,158.8288,18,15,Medium,Tier 3,Supermarket Type2,4399.6064
FD,10.195,lf,0.159803853,Frozen Foods,141.5154,13,37,High,Tier 3,Supermarket Type1,850.8924
FD,13.224769381746812,reg,0.071106549,Fruits and Vegetables,60.5536,27,39,Medium,Tier 3,Supermarket Type3,2143.876
FD,10.695,reg,0.127727102,Dairy,121.144,46,27,Small,Tier 1,Supermarket Type1,1917.504
FD,18.35,reg,0.09468096,Fruits and Vegetables,86.2882,18,15,Medium,Tier 3,Supermarket Type2,1631.8758
NC,19.2,lf,0.077628053,Household,197.611,49,25,Medium,Tier 1,Supermarket Type1,3142.576
DR,10.5,lf,0.048009081,Hard Drinks,157.0946,35,20,Small,Tier 2,Supermarket Type1,2209.1244
FD,15.0,reg,0.054599767,Canned,59.4904,18,15,Medium,Tier 3,Supermarket Type2,644.4944
FD,8.895,reg,0.08125293,Snack Foods,49.8008,45,22,Small,Tier 2,Supermarket Type1,1062.6168
FD,13.224769381746812,lf,0.096658404,Fruits and Vegetables,216.9166,19,39,Small,Tier 1,Grocery Store,217.7166
FD,14.85,lf,0.098803088,Fruits and Vegetables,169.7474,18,15,Medium,Tier 3,Supermarket Type2,673.7896
DR,15.75,lf,0.165838224,Dairy,36.6506,46,27,Small,Tier 1,Supermarket Type1,607.2096
FD,13.224769381746812,reg,0.016516275,Fruits and Vegetables,47.4034,27,39,Medium,Tier 3,Supermarket Type3,2187.153
FD,15.85,lf,0.057313443,Snack Foods,53.3956,46,27,Small,Tier 1,Supermarket Type1,1364.89
DR,15.7,lf,0.030751366,Hard Drinks,42.577,49,25,Medium,Tier 1,Supermarket Type1,952.094
NC,7.93,lf,0.071538243,Health and Hygiene,44.5086,17,17,Small,Tier 2,Supermarket Type1,1249.0408
FD,14.3,lf,0.130946374,Baking Goods,76.7328,18,15,Medium,Tier 3,Supermarket Type2,1312.9576
FD,9.3,reg,0.01404119,Snack Foods,199.1084,49,25,Medium,Tier 1,Supermarket Type1,396.8168
FD,12.15,reg,0.132083542,Fruits and Vegetables,189.5872,46,27,Small,Tier 1,Supermarket Type1,3403.5696
FD,12.987879554655871,reg,0.019227816,Snack Foods,163.9842,19,39,Small,Tier 1,Grocery Store,331.5684
NC,8.97,lf,0.092937216,Household,54.6956,13,37,High,Tier 3,Supermarket Type1,764.3384
DR,8.88,lf,0.086708987,Hard Drinks,151.7682,13,37,High,Tier 3,Supermarket Type1,762.341
FD,8.38,reg,0.046848322,Baking Goods,110.557,13,37,High,Tier 3,Supermarket Type1,3844.995
FD,10.5,lf,0.041479396,Fruits and Vegetables,36.8164,45,22,Small,Tier 2,Supermarket Type1,772.328
FD,20.6,reg,0.077029195,Snack Foods,177.2344,10,26,Small,Tier 3,Grocery Store,892.172
FD,20.25,reg,0.012063121,Canned,183.5924,17,17,Small,Tier 2,Supermarket Type1,2406.2012
FD,14.85,lf,0.018568129,Canned,188.2214,35,20,Small,Tier 2,Supermarket Type1,3014.7424
FD,11.6,lf,0.038578846,Dairy,56.1272,49,25,Medium,Tier 1,Supermarket Type1,671.1264
FD,18.25,lf,0.015302653,Snack Foods,198.0084,49,25,Medium,Tier 1,Supermarket Type1,793.6336
FD,20.2,reg,0.059751638,Fruits and Vegetables,129.1678,13,37,High,Tier 3,Supermarket Type1,1017.3424
FD,19.85,lf,0.045631231,Fruits and Vegetables,128.102,13,37,High,Tier 3,Supermarket Type1,1265.02
FD,12.768202247191013,reg,0.032892112,Breakfast,49.3008,27,39,Medium,Tier 3,Supermarket Type3,1518.024
FD,20.7,reg,0.047482391,Dairy,215.9876,35,20,Small,Tier 2,Supermarket Type1,3430.2016
FD,12.5,reg,0.074035423,Canned,87.9198,18,15,Medium,Tier 3,Supermarket Type2,1133.8574
FD,18.2,lf,0.082551042,Fruits and Vegetables,147.3734,10,26,Small,Tier 3,Grocery Store,296.9468
FD,12.987879554655871,lf,0.045050674,Snack Foods,84.925,27,39,Medium,Tier 3,Supermarket Type3,1747.725
FD,7.05,lf,0.085312137,Snack Foods,107.4912,18,15,Medium,Tier 3,Supermarket Type2,982.7208
FD,14.5,reg,0.063863551,Breads,262.3594,46,27,Small,Tier 1,Supermarket Type1,4448.2098
FD,12.987879554655871,reg,0.057835325,Snack Foods,57.5562,27,39,Medium,Tier 3,Supermarket Type3,2548.0166
FD,15.2,lf,0.035497039,Canned,216.7824,10,26,Small,Tier 3,Grocery Store,436.7648
FD,7.145,lf,0.01785932,Frozen Foods,160.6578,18,15,Medium,Tier 3,Supermarket Type2,2246.4092
FD,14.0,reg,0.04192285,Snack Foods,54.764,13,37,High,Tier 3,Supermarket Type1,1331.6
FD,6.695,lf,0.0,Frozen Foods,219.4456,46,27,Small,Tier 1,Supermarket Type1,3094.6384
FD,12.987879554655871,reg,0.039451625,Snack Foods,39.548,27,39,Medium,Tier 3,Supermarket Type3,1358.232
DR,11.847459893048129,reg,0.223985293,Soft Drinks,186.2924,19,39,Small,Tier 1,Grocery Store,555.2772
FD,14.5,reg,0.0,Canned,41.0454,18,15,Medium,Tier 3,Supermarket Type2,545.2902
FD,8.945,reg,0.088002959,Dairy,261.391,18,15,Medium,Tier 3,Supermarket Type2,1840.937
FD,12.987879554655871,lf,0.0350152,Snack Foods,182.0318,27,39,Medium,Tier 3,Supermarket Type3,5954.2494
NC,13.0,lf,0.041789718,Household,256.1014,13,37,High,Tier 3,Supermarket Type1,2550.014
NC,13.853284671532847,lf,0.03409886,Others,162.621,19,39,Small,Tier 1,Grocery Store,815.605
FD,12.81734421364985,reg,0.136592891,Meat,238.0248,19,39,Small,Tier 1,Grocery Store,711.0744
FD,7.55,reg,0.030992735,Fruits and Vegetables,124.3072,49,25,Medium,Tier 1,Supermarket Type1,2695.1584
FD,12.987879554655871,reg,0.013431109,Snack Foods,143.7154,27,39,Medium,Tier 3,Supermarket Type3,4821.7236
NC,14.5,lf,0.019459164,Others,161.621,13,37,High,Tier 3,Supermarket Type1,2120.573
FD,18.2,lf,0.089884775,Fruits and Vegetables,195.111,35,20,Small,Tier 2,Supermarket Type1,3731.809
DR,14.7,lf,0.020920179,Hard Drinks,143.8128,46,27,Small,Tier 1,Supermarket Type1,3020.0688
FD,10.3,reg,0.0,Fruits and Vegetables,115.7176,17,17,Small,Tier 2,Supermarket Type1,1717.764
FD,13.224769381746812,reg,0.012974937,Fruits and Vegetables,115.9834,27,39,Medium,Tier 3,Supermarket Type3,2994.7684
NC,6.235,lf,0.118915034,Household,264.791,45,22,Small,Tier 2,Supermarket Type1,2103.928
FD,18.35,lf,0.099309997,Fruits and Vegetables,91.4462,45,22,Small,Tier 2,Supermarket Type1,1665.8316
NC,12.65,lf,0.042276746,Household,108.4938,49,25,Medium,Tier 1,Supermarket Type1,1500.7132
FD,12.8,lf,0.069902438,Starchy Foods,261.3252,18,15,Medium,Tier 3,Supermarket Type2,3410.2276
FD,10.195,reg,0.245483691,Frozen Foods,141.8838,10,26,Small,Tier 3,Grocery Store,280.9676
NC,15.1,lf,0.056155909,Household,140.5496,17,17,Small,Tier 2,Supermarket Type1,2681.8424
DR,11.65,lf,0.019372253,Hard Drinks,40.6164,46,27,Small,Tier 1,Supermarket Type1,308.9312
FD,12.5,lf,0.112203445,Canned,121.144,35,20,Small,Tier 2,Supermarket Type1,1438.128
FD,12.6,lf,0.048741487,Breads,60.4194,13,37,High,Tier 3,Supermarket Type1,990.7104
FD,13.224769381746812,lf,0.135075924,Fruits and Vegetables,170.3106,27,39,Medium,Tier 3,Supermarket Type3,3422.212
NC,11.8,lf,0.058855357,Health and Hygiene,79.1618,45,22,Small,Tier 2,Supermarket Type1,2336.2922
DR,14.5,lf,0.061986574,Dairy,153.0998,46,27,Small,Tier 1,Supermarket Type1,4921.5936
FD,7.155,reg,0.168871496,Breads,34.3874,18,15,Medium,Tier 3,Supermarket Type2,670.4606
FD,12.987879554655871,lf,0.043551753,Snack Foods,184.495,27,39,Medium,Tier 3,Supermarket Type3,7873.085
FD,12.8,lf,0.06961884,Starchy Foods,260.3252,46,27,Small,Tier 1,Supermarket Type1,8132.0812
FD,7.895,reg,0.061270647,Breakfast,56.7588,49,25,Medium,Tier 1,Supermarket Type1,343.5528
FD,11.35,reg,0.005530516,Fruits and Vegetables,171.179,46,27,Small,Tier 1,Supermarket Type1,4923.591
FD,15.85,lf,0.081914677,Breads,177.637,49,25,Medium,Tier 1,Supermarket Type1,3352.303
FD,8.06,lf,0.021497594,Breakfast,230.3326,17,17,Small,Tier 2,Supermarket Type1,1386.1956
FD,8.6,reg,0.040172077,Canned,188.553,13,37,High,Tier 3,Supermarket Type1,3795.06
FD,12.6,lf,0.096132367,Snack Foods,208.9612,13,37,High,Tier 3,Supermarket Type1,4181.224
FD,12.867061281337046,lf,0.167725251,Frozen Foods,128.3678,19,39,Small,Tier 1,Grocery Store,127.1678
FD,12.987879554655871,lf,0.033725743,Snack Foods,211.6902,27,39,Medium,Tier 3,Supermarket Type3,4247.804
FD,8.8,lf,0.071540443,Snack Foods,210.6612,49,25,Medium,Tier 1,Supermarket Type1,2508.7344
FD,5.695,reg,0.067700925,Breads,256.5988,46,27,Small,Tier 1,Supermarket Type1,2055.9904
FD,8.6,reg,0.040197932,Canned,190.153,35,20,Small,Tier 2,Supermarket Type1,3036.048
NC,8.88,lf,0.098603729,Household,210.727,35,20,Small,Tier 2,Supermarket Type1,4194.54
FD,12.81734421364985,reg,0.059110912,Meat,199.3426,19,39,Small,Tier 1,Grocery Store,395.4852
NC,18.75,lf,0.052121825,Health and Hygiene,104.828,49,25,Medium,Tier 1,Supermarket Type1,2343.616
NC,18.35,lf,0.030619301,Health and Hygiene,194.0162,18,15,Medium,Tier 3,Supermarket Type2,2886.243
FD,6.78,reg,0.0,Baking Goods,94.012,13,37,High,Tier 3,Supermarket Type1,1211.756
NC,12.35,lf,0.041802518,Health and Hygiene,34.8216,49,25,Medium,Tier 1,Supermarket Type1,311.5944
FD,9.3,reg,0.03362713,Meat,156.1314,17,17,Small,Tier 2,Supermarket Type1,620.5256
FD,18.0,reg,0.142570104,Fruits and Vegetables,88.2514,13,37,High,Tier 3,Supermarket Type1,1505.3738
FD,11.65,reg,0.018275816,Meat,110.8544,10,26,Small,Tier 3,Grocery Store,111.8544
FD,12.8,reg,0.079523619,Dairy,181.7608,17,17,Small,Tier 2,Supermarket Type1,4961.5416
FD,6.63,reg,0.010937229,Snack Foods,55.8588,35,20,Small,Tier 2,Supermarket Type1,801.6232
DR,13.42606890459364,lf,0.045088724,Dairy,39.7138,27,39,Medium,Tier 3,Supermarket Type3,1096.5726
FD,13.65,reg,0.080573371,Frozen Foods,260.1936,13,37,High,Tier 3,Supermarket Type1,3914.904
NC,20.75,lf,0.0,Health and Hygiene,149.4734,13,37,High,Tier 3,Supermarket Type1,2969.468
FD,7.945,lf,0.01596609,Snack Foods,163.521,17,17,Small,Tier 2,Supermarket Type1,1794.331
NC,10.1,lf,0.056191301,Household,115.7492,45,22,Small,Tier 2,Supermarket Type1,579.246
NC,13.384736495388669,lf,0.107507291,Household,34.8558,27,39,Medium,Tier 3,Supermarket Type3,441.4254
FD,16.85,reg,0.044414056,Fruits and Vegetables,182.4266,46,27,Small,Tier 1,Supermarket Type1,2028.6926
DR,11.847459893048129,lf,0.023463124,Soft Drinks,190.6846,27,39,Medium,Tier 3,Supermarket Type3,9554.23
NC,11.15,lf,0.073516952,Others,65.9142,45,22,Small,Tier 2,Supermarket Type1,790.9704
DR,8.43,lf,0.017396308,Soft Drinks,196.0768,18,15,Medium,Tier 3,Supermarket Type2,4138.6128
NC,12.15,lf,0.0,Health and Hygiene,224.4404,18,15,Medium,Tier 3,Supermarket Type2,5626.01
FD,20.35,lf,0.054011943,Snack Foods,116.5466,13,37,High,Tier 3,Supermarket Type1,1885.5456
NC,17.85,lf,0.018052019,Health and Hygiene,96.6094,49,25,Medium,Tier 1,Supermarket Type1,856.8846
NC,5.21,lf,0.011007815,Household,259.5962,35,20,Small,Tier 2,Supermarket Type1,2848.9582
FD,6.635,reg,0.0,Baking Goods,121.3098,45,22,Small,Tier 2,Supermarket Type1,2530.7058
FD,14.0,lf,0.023734872,Baking Goods,103.2332,46,27,Small,Tier 1,Supermarket Type1,1845.5976
FD,8.38,reg,0.046982429,Baking Goods,108.157,45,22,Small,Tier 2,Supermarket Type1,549.285
NC,8.235,lf,0.014482153,Health and Hygiene,182.295,49,25,Medium,Tier 1,Supermarket Type1,3661.9
FD,15.0,reg,0.054685839,Canned,60.2904,17,17,Small,Tier 2,Supermarket Type1,1581.9408
NC,12.35,lf,0.041907648,Health and Hygiene,36.2216,18,15,Medium,Tier 3,Supermarket Type2,346.216
FD,13.8,reg,0.064207277,Fruits and Vegetables,76.0012,46,27,Small,Tier 1,Supermarket Type1,1214.4192
FD,12.987879554655871,reg,0.005935001,Snack Foods,98.8358,27,39,Medium,Tier 3,Supermarket Type3,2010.716
FD,12.5,reg,0.082085787,Fruits and Vegetables,92.2488,18,15,Medium,Tier 3,Supermarket Type2,1358.232
FD,8.85,lf,0.054171606,Fruits and Vegetables,183.9292,17,17,Small,Tier 2,Supermarket Type1,2918.8672
FD,11.395,reg,0.069529262,Meat,233.1616,13,37,High,Tier 3,Supermarket Type1,6093.4016
FD,15.1,reg,0.0,Fruits and Vegetables,146.2786,10,26,Small,Tier 3,Grocery Store,433.4358
FD,10.5,lf,0.071548187,Frozen Foods,120.2098,18,15,Medium,Tier 3,Supermarket Type2,602.549
FD,17.6,lf,0.104859135,Snack Foods,161.8868,35,20,Small,Tier 2,Supermarket Type1,4094.67
FD,20.35,reg,0.014825605,Fruits and Vegetables,233.2958,46,27,Small,Tier 1,Supermarket Type1,4206.5244
FD,13.224769381746812,lf,0.037345714,Fruits and Vegetables,106.5306,19,39,Small,Tier 1,Grocery Store,104.5306
DR,13.42606890459364,lf,0.19244045,Dairy,43.9428,19,39,Small,Tier 1,Grocery Store,131.8284
FD,9.1,reg,0.136695145,Breads,173.4054,10,26,Small,Tier 3,Grocery Store,875.527
NC,17.25,lf,0.113694957,Household,253.4724,49,25,Medium,Tier 1,Supermarket Type1,6040.1376
FD,12.987879554655871,lf,0.039300964,Snack Foods,99.5042,27,39,Medium,Tier 3,Supermarket Type3,1884.8798
FD,15.2,lf,0.019031184,Snack Foods,235.5248,35,20,Small,Tier 2,Supermarket Type1,4740.496
NC,19.2,lf,0.041291929,Household,130.131,49,25,Medium,Tier 1,Supermarket Type1,1038.648
FD,21.25,lf,0.009996872,Meat,185.5608,35,20,Small,Tier 2,Supermarket Type1,3123.9336
FD,16.75,reg,0.008208342,Canned,102.8674,45,22,Small,Tier 2,Supermarket Type1,1528.011
FD,19.35,reg,0.049736267,Fruits and Vegetables,76.8644,45,22,Small,Tier 2,Supermarket Type1,1571.288
DR,14.8,lf,0.044840933,Soft Drinks,78.367,13,37,High,Tier 3,Supermarket Type1,918.804
NC,19.2,lf,0.182501773,Others,239.2196,13,37,High,Tier 3,Supermarket Type1,5061.4116
FD,6.32,lf,0.012717946,Meat,40.2822,46,27,Small,Tier 1,Supermarket Type1,628.5152
FD,6.71,lf,0.03558013,Breads,217.5166,35,20,Small,Tier 2,Supermarket Type1,4572.0486
NC,18.2,lf,0.162960415,Health and Hygiene,43.5086,13,37,High,Tier 3,Supermarket Type1,1070.6064
FD,12.0,reg,0.020407296,Meat,99.9042,35,20,Small,Tier 2,Supermarket Type1,595.2252
FD,20.75,lf,0.108930629,Snack Foods,160.9578,45,22,Small,Tier 2,Supermarket Type1,1444.1202
FD,6.785,reg,0.022974812,Snack Foods,208.7928,46,27,Small,Tier 1,Supermarket Type1,5890.9984
FD,15.6,lf,0.117095014,Frozen Foods,78.067,49,25,Medium,Tier 1,Supermarket Type1,1148.505
FD,15.85,lf,0.228469522,Canned,93.3094,10,26,Small,Tier 3,Grocery Store,285.6282
FD,10.395,reg,0.036957777,Meat,230.5352,45,22,Small,Tier 2,Supermarket Type1,4580.704
FD,5.155,lf,0.083327693,Frozen Foods,247.2776,49,25,Medium,Tier 1,Supermarket Type1,5944.2624
FD,9.8,reg,0.045337184,Baking Goods,36.8874,49,25,Medium,Tier 1,Supermarket Type1,564.5984
FD,20.7,reg,0.100330684,Fruits and Vegetables,123.4388,49,25,Medium,Tier 1,Supermarket Type1,1238.388
NC,13.853284671532847,lf,0.017116983,Others,211.956,19,39,Small,Tier 1,Grocery Store,213.056
FD,12.81734421364985,reg,0.077480627,Meat,101.399,19,39,Small,Tier 1,Grocery Store,206.398
FD,20.25,reg,0.171938781,Canned,92.512,10,26,Small,Tier 3,Grocery Store,186.424
FD,14.5,reg,0.0,Snack Foods,159.3262,35,20,Small,Tier 2,Supermarket Type1,2864.2716
FD,18.5,reg,0.062256921,Frozen Foods,148.0418,46,27,Small,Tier 1,Supermarket Type1,2059.9852
FD,11.346936274509805,lf,0.081197035,Breads,121.7414,19,39,Small,Tier 1,Grocery Store,365.5242
FD,17.6,reg,0.039443715,Snack Foods,95.841,17,17,Small,Tier 2,Supermarket Type1,1641.197
DR,14.8,lf,0.044869794,Soft Drinks,76.467,35,20,Small,Tier 2,Supermarket Type1,1531.34
